idtitlecreatedAtclosedAtclosed
MDU6SXNzdWUxNDM3NDk2ODQ=Get trader to profitability in at least one market2016-03-26T21:14:05ZFalse
MDU6SXNzdWUxODkyOTAwNjE=docker exec -it pytrader_web_1 /root/pytrader/scripts/load_newest_data.sh2016-11-15T03:23:02ZFalse
MDU6SXNzdWUyNDg3NzYzMTQ=Everything is broke.2017-08-08T16:39:26ZFalse
MDU6SXNzdWUyNTA2ODUwNTU=Anyone here ?2017-08-16T16:23:57ZFalse
MDU6SXNzdWUzMDQ0NjAyNTU=test 1232018-03-12T17:07:05Z2018-03-12T17:42:29ZTrue
MDU6SXNzdWUzMDQ1MDA3NjM=sdf2018-03-12T19:02:44Z2018-05-30T17:14:05ZTrue
MDU6SXNzdWUzMDkwNDI4NTk=test 1232018-03-27T16:28:31Z2018-03-27T16:50:01ZTrue
MDU6SXNzdWUzMTkzMzIzNDI=anyone?2018-05-01T21:21:30ZFalse
MDU6SXNzdWUzMjQ3MzUzMTE=test 1232018-05-20T19:33:45Z2018-05-30T17:14:00ZTrue
MDU6SXNzdWUzMjQ3MzU5NzY=test 4562018-05-20T19:43:44Z2018-05-21T15:21:28ZTrue
MDU6SXNzdWUzMjUzNzQ5Nzk=test 1233332018-05-22T16:37:26Z2018-05-22T23:47:41ZTrue
MDU6SXNzdWUzMjUzNzUzNjY=test 4562018-05-22T16:38:29Z2018-05-22T23:19:06ZTrue
MDU6SXNzdWUzMjY4NTUyMjc=Switching to a feeless exchange2018-05-27T22:07:19ZFalse
MDU6SXNzdWUzMjc3OTExNzk=test 1232018-05-30T15:47:17Z2018-05-30T17:13:52ZTrue
MDU6SXNzdWUzMjc4MjIyNDc=foo bar2018-05-30T17:13:43Z2018-05-30T17:13:48ZTrue
MDU6SXNzdWUzMjc4MjI0Mzc=test 3243242018-05-30T17:14:12Z2018-05-30T17:25:12ZTrue
MDU6SXNzdWUzMjc4MjYxMDk=test 2344232018-05-30T17:23:51Z2018-05-30T19:38:49ZTrue
MDU6SXNzdWUzMjkxMTU4Mjc=test 1232018-06-04T15:54:01Z2018-06-04T16:59:55ZTrue
MDU6SXNzdWUzMjkxMzk3MjM=test 1232018-06-04T17:00:06Z2018-06-04T17:26:38ZTrue
MDU6SXNzdWUzMjkxNDc2NjE=test 4562018-06-04T17:26:45ZFalse
MDU6SXNzdWUzMzMwMDUzMjY=test2132018-06-16T18:18:51ZFalse
MDU6SXNzdWUzMzc3MDk1NTE=test 12432018-07-03T00:56:19Z2018-07-03T15:20:59ZTrue
MDU6SXNzdWUzMzk1MzE5NTE=test 1232018-07-09T17:01:36Z2018-07-09T17:05:24ZTrue
MDU6SXNzdWUzNDA4NjQ2MTE=foo bar2018-07-13T03:01:58ZFalse
MDU6SXNzdWUzNDExOTk4OTM=foo the bar now2018-07-14T02:00:47ZFalse
MDU6SXNzdWUzNDEyMDE0NDc=test 1232018-07-14T02:26:54ZFalse
MDU6SXNzdWUzNDEyMDMyNjM=test2018-07-14T02:58:03Z2018-07-14T03:09:55ZTrue
MDU6SXNzdWUzNDEyMDQwNzI=test 34242018-07-14T03:09:59ZFalse
MDU6SXNzdWUzNDEyMDQ3ODA=test 2342342018-07-14T03:23:33ZFalse
MDU6SXNzdWUzNDEzMjQzNzU=test 1232018-07-15T14:16:28ZFalse
MDU6SXNzdWUzNDEzMjQ3NTY=test2018-07-15T14:21:43ZFalse
MDU6SXNzdWUzNDI5MTAyNDI=test 1232018-07-19T22:24:49Z2018-07-19T22:36:36ZTrue
MDU6SXNzdWUzNDI5MTcyNTE=test 234232018-07-19T22:57:30ZFalse
MDU6SXNzdWUzNDI5MTg1ODk=test 2342018-07-19T23:04:29ZFalse
MDU6SXNzdWUzNDMyMzU3MDI=test 1232018-07-20T20:20:29ZFalse
MDU6SXNzdWUzNDQ2MTQ1Mzk=test 12342018-07-25T21:30:23ZFalse
MDU6SXNzdWUzNDQ2MTg4Nzg=test 12342018-07-25T21:45:10ZFalse
MDU6SXNzdWUzNDQ2MjE3OTk=test 234tes2018-07-25T21:55:59ZFalse
MDU6SXNzdWUzNDQ2MzQwNzM=test 1232018-07-25T22:47:43ZFalse
MDU6SXNzdWUzNDQ2MzU4NDY=test 2342018-07-25T22:56:17ZFalse
MDU6SXNzdWUzNDQ2MzY4OTk=test 2342342018-07-25T23:01:36ZFalse
MDU6SXNzdWUzNDQ2Mzg2MzU=test 1232018-07-25T23:09:57Z2018-07-26T00:00:07ZTrue
MDU6SXNzdWUzNDQ2NDc3Mzc=test 2342018-07-26T00:00:16Z2018-07-26T00:11:53ZTrue
MDU6SXNzdWUzNDgwOTA5OTI=tes2018-08-06T21:38:24ZFalse
MDU6SXNzdWUzNDg5MjI0ODk=test 1232018-08-08T23:04:29ZFalse
MDU6SXNzdWUzNTIzMjgzMzk=test 1232018-08-20T23:12:54ZFalse
MDU6SXNzdWUzNTIzMjg5Nzc=test 3452018-08-20T23:16:14ZFalse
MDU6SXNzdWUzNTIzMzA1NzA=test 4562018-08-20T23:23:01ZFalse
MDU6SXNzdWUzNTIzMzA4OTc=test2018-08-20T23:24:37ZFalse
MDU6SXNzdWUzNTU1ODU2OTU=test 3243243422342018-08-30T13:28:51ZFalse
MDU6SXNzdWUzNjI3NjYxODg=test 1232018-09-21T20:37:44Z2018-09-21T21:05:50ZTrue
MDU6SXNzdWUzNjc5NzI2MDU=sfsdf2018-10-08T22:19:17ZFalse
MDU6SXNzdWUzNzM2OTIyOTI=foo bar now 2018-10-24T21:53:16ZFalse
MDU6SXNzdWUzNzUxNzkwMDM=test 1232018-10-29T19:27:36ZFalse
MDU6SXNzdWUzODA4MzUzNzc=test 2342018-11-14T18:44:40ZFalse
MDU6SXNzdWUzODE2NjA5MzA=foo the bar now2018-11-16T16:04:10ZFalse
MDU6SXNzdWUzODU4NzUzODE=test 12342018-11-29T18:49:02ZFalse
MDU6SXNzdWUzOTQ2OTk5NTE=test 1232018-12-28T19:03:32ZFalse
MDU6SXNzdWUzOTY2NDA1ODg=test 2342019-01-07T20:38:15ZFalse
MDU6SXNzdWUzOTY2NDE3MTc=test 2342019-01-07T20:41:45ZFalse
MDU6SXNzdWUzOTkwOTYxNzM=test 2344322019-01-14T22:12:16ZFalse
MDU6SXNzdWU0MDAwNDk0ODc=test2019-01-16T23:50:40ZFalse
MDU6SXNzdWU0MDAzNjIyMTY=test 2342019-01-17T16:37:19ZFalse
MDU6SXNzdWU0MDA0OTQ4NTM=test 1232019-01-17T22:41:46ZFalse
MDU6SXNzdWU0MDEwMTg0NjE=i have a problem, and i want you to fix it.2019-01-19T17:51:02ZFalse
MDU6SXNzdWU0MDUzMTU3MjQ=test test 2019-01-31T16:03:01ZFalse
MDU6SXNzdWU0MDUzMjE4MzU=test test test test test test 2019-01-31T16:16:24ZFalse
MDU6SXNzdWU0MDg5MTQ5NDQ=test 1232019-02-11T18:24:45ZFalse
MDU6SXNzdWU0MTMwMzI3ODQ=test issue2019-02-21T17:11:28ZFalse
MDU6SXNzdWU0MTMwMzYyMDk=test 2344342019-02-21T17:19:40ZFalse
MDU6SXNzdWU0MTMyMTQyNjQ=sdfsf2019-02-22T02:30:33ZFalse
MDU6SXNzdWU0Mzc3NTUyNTQ=test 12342019-04-26T16:40:12ZFalse
MDU6SXNzdWU0NDQwMzcxMTY=test 232019-05-14T17:29:02ZFalse
MDU6SXNzdWU0NTA1MjkyNzQ=test 1232019-05-30T22:11:38ZFalse
MDU6SXNzdWU0NzY1Nzk4NDM=test 1232019-08-04T18:18:51ZFalse
MDU6SXNzdWU0NzY4NzE0ODc=test 2019-08-05T13:51:21ZFalse
MDU6SXNzdWU1MTE0MzQ0MjQ=test1232019-10-23T16:19:38ZFalse
MDU6SXNzdWU1MjI5NDYyMTU=issue of  a new seed database of prices2019-11-14T15:51:29ZFalse
